pathway_id,pathway,contribution,rate,total_prod,dconc,species,alt_km
1*1336,"O3_transport -> O3
Net:O3_transport -> O3",1.0,7.439516884966288e+16,7.439516884966288e+16,0.0,O3,12.5
del,deleted_pathways,2.0911719243767632e-19,0.015557308840768376,0.015557308840768376,0.0,O3,12.5
err,err_pathways,0.0,0.0,0.0,0.0,O3,12.5
1*1336,"O3_transport -> O3
Net:O3_transport -> O3",1.0,3.511146873363426e+16,3.511146873363426e+16,0.0,O3,13.5
del,deleted_pathways,2.1604639285230683e-18,0.07585706167648236,0.07585706167648236,0.0,O3,13.5
err,err_pathways,0.0,0.0,0.0,0.0,O3,13.5
1*1336,"O3_transport -> O3
Net:O3_transport -> O3",1.0,3.499246094654112e+16,3.499246094654112e+16,0.0,O3,22.5
del,deleted_pathways,2.1953489862483692e-18,0.0768206636653247,0.0768206636653247,0.0,O3,22.5
err,err_pathways,0.0,0.0,0.0,0.0,O3,22.5
1*1336,"O3_transport -> O3
Net:O3_transport -> O3",1.0,4.242604230991339e+16,4.242604230991339e+16,0.0,O3,24.5
del,deleted_pathways,2.0683306990657986e-18,0.08775108574945831,0.08775108574945831,0.0,O3,24.5
err,err_pathways,0.0,0.0,0.0,0.0,O3,24.5
