pathway_id,pathway,contribution,rate,total_prod,dconc,species,alt_km
"1*1091,1*1296","O3+M -> O+O2+M
O -> O_transport
Net:O3 -> O2 + O_transport",0.9999999650945831,4.2426040829014664e+16,-4.2426040829014664e+16,0.0,O3,24.5
"1*673,1*1296","O3+hv -> O+O2
O -> O_transport
Net:O3 -> O2 + O_transport",3.0722642487400084e-08,1303440130.0427778,-1303440130.0427778,0.0,O3,24.5
"1*340,1*674,1*1296","O1D+N2 -> O+N2
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",2.1390959182375137e-09,90753373.93210772,-90753373.93210772,0.0,O3,24.5
"1*674,1*1379","O3+hv -> O1D+O2
O1D -> O1D_transport
Net:O3 -> O2 + O1D_transport",9.986989006335837e-10,42370841.81314438,-42370841.81314438,0.0,O3,24.5
"1*339,1*674,1*1296","O1D+O2 -> O+O2
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",8.533366807392342e-10,36203698.12164378,-36203698.12164378,0.0,O3,24.5
"1*447,1*670,1*1296","NO+O3 -> NO2+O2
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",1.7692740377121001e-10,7506329.518180481,-7506329.518180481,0.0,O3,24.5
"1*447,1*449,1*1091","NO+O3 -> NO2+O2
NO2+O -> NO+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",4.290798552962231e-12,91020.80047564532,-182041.60095129063,0.0,O3,24.5
"1*411,1*448,1*670,1*1296","OH+O3 -> HO2+O2
NO+HO2 -> NO2+OH
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",3.6035590227052417e-12,152884.74756356262,-152884.74756356262,0.0,O3,24.5
"1*341,1*674,1*1296","O1D+CO2 -> CO2+O
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",3.3099608366548297e-12,140428.53850007404,-140428.53850007404,0.0,O3,24.5
"1*409,1*1091","O+O3 -> O2+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",8.365655731912365e-13,17746.08320161416,-35492.16640322832,0.0,O3,24.5
"1*449,1*1091,1*1330,1*1337","NO2+O -> NO+O2
O3+M -> O+O2+M
NO -> NO_transport
NO2_transport -> NO2
Net:O3 + NO2_transport -> 2O2 + NO_transport",7.19136489859939e-13,30510.115145400352,-30510.115145400352,0.0,O3,24.5
"1*390,1*411,1*1091","HO2+O -> OH+O2
OH+O3 -> HO2+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",5.917157717832068e-13,12552.079184558685,-25104.15836911737,0.0,O3,24.5
"1*473,1*478,1*670,1*1296","NO2+O3 -> NO3+O2
NO3+NO -> NO2+NO2
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",4.217566964141124e-13,17893.467446554416,-17893.467446554416,0.0,O3,24.5
