pathway_id,pathway,contribution,rate,total_prod,dconc,species,alt_km
"1*1091,1*1296","O3+M -> O+O2+M
O -> O_transport
Net:O3 -> O2 + O_transport",0.9999999613560926,3.8595265346731336e+16,-3.8595265346731336e+16,0.0,O3,23.5
"1*673,1*1296","O3+hv -> O+O2
O -> O_transport
Net:O3 -> O2 + O_transport",3.4592600625191136e-08,1335110651.7566488,-1335110651.7566488,0.0,O3,23.5
"1*340,1*674,1*1296","O1D+N2 -> O+N2
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",2.0735956737493875e-09,80030978.34290147,-80030978.34290147,0.0,O3,23.5
"1*674,1*1379","O3+hv -> O1D+O2
O1D -> O1D_transport
Net:O3 -> O2 + O1D_transport",9.67704114502031e-10,37348798.519633085,-37348798.519633085,0.0,O3,23.5
"1*339,1*674,1*1296","O1D+O2 -> O+O2
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",8.259782430678662e-10,31878850.693754602,-31878850.693754602,0.0,O3,23.5
"1*447,1*670,1*1296","NO+O3 -> NO2+O2
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",1.7151384385078986e-10,6619622.569867161,-6619622.569867161,0.0,O3,23.5
"1*411,1*448,1*670,1*1296","OH+O3 -> HO2+O2
NO+HO2 -> NO2+OH
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",3.465781653797582e-12,133762.76773126706,-133762.76773126706,0.0,O3,23.5
"1*341,1*674,1*1296","O1D+CO2 -> CO2+O
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",3.2096952359674327e-12,123879.04410147283,-123879.04410147283,0.0,O3,23.5
"1*447,1*449,1*1091","NO+O3 -> NO2+O2
NO2+O -> NO+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",2.993780406358771e-12,57772.87681920067,-115545.75363840134,0.0,O3,23.5
"1*409,1*1091","O+O3 -> O2+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",6.251780856081217e-13,12064.457517721268,-24128.915035442536,0.0,O3,23.5
