  8.35E+06 2.99E-11 1.12E-14 4.47E-10 8.75E-26 2.09E-01 3.64E-26 1.18E-25 4.84E-15 8.45E-15 3.84E-15 1.43E-23 4.23E-04
  8.75E+06 6.33E-11 6.51E-15 4.11E-10 1.00E-28 2.08E-01 2.94E-28 4.80E-27 8.54E-15 4.78E-15 3.35E-15 2.73E-24 4.17E-04
  9.15E+06 9.77E-11 2.89E-15 3.71E-10 1.91E-30 2.06E-01 1.69E-30 3.70E-28 1.01E-14 2.95E-15 2.81E-15 5.74E-25 4.06E-04
  9.55E+06 1.24E-10 1.05E-15 3.34E-10 4.47E-32 2.02E-01 7.33E-33 4.38E-29 1.06E-14 1.83E-15 2.18E-15 1.41E-25 3.87E-04
  9.95E+06 1.33E-10 3.06E-16 3.08E-10 1.18E-33 1.95E-01 4.67E-35 6.88E-30 1.00E-14 1.14E-15 1.50E-15 3.78E-26 3.55E-04
     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     

 MIXING RATIO OF AEROSOL

     Z      SO4AER
  5.00E+04 7.80E-11
  1.50E+05 9.50E-11
  2.50E+05 1.31E-10
  3.50E+05 1.76E-10
  7.50E+05 3.66E-10
  1.15E+06 5.14E-10
  1.55E+06 5.33E-10
  1.95E+06 3.47E-10
  2.35E+06 2.23E-10
  2.75E+06 1.51E-10
  3.15E+06 9.52E-11
  3.55E+06 5.32E-11
  3.95E+06 2.67E-11
  4.35E+06 1.20E-11
  4.75E+06 4.96E-12
  5.15E+06 1.85E-12
  5.55E+06 6.44E-13
  5.95E+06 2.03E-13
  6.35E+06 5.54E-14
  6.75E+06 1.19E-14
  7.15E+06 1.75E-15
  7.55E+06 7.95E-17
  7.95E+06 2.18E-19
  8.35E+06 2.04E-24
  8.75E+06 1.44E-34
  9.15E+06 2.27E-55
  9.55E+06 1.04E-97
  9.95E+06 1.00-100

 N =   1  EMAX = 6.68E-04 FOR O       AT Z = 5.00E+04 U = 3.75E-17 RHS = 2.51E-20  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 1.95E-02 FOR O       AT Z = 5.00E+04 U = 3.83E-17 RHS = 7.48E-19  DT = 4.50E-07  TIME = 6.10E-07
 N =   7  EMAX = 5.15E-02 FOR O       AT Z = 5.00E+04 U = 4.18E-17 RHS = 2.15E-18  DT = 9.65E-07  TIME = 2.61E-06
 N =  10  EMAX = 5.72E-02 FOR O       AT Z = 5.00E+04 U = 4.89E-17 RHS = 2.80E-18  DT = 1.28E-06  TIME = 5.81E-06
 N =  13  EMAX = 6.20E-02 FOR O       AT Z = 5.00E+04 U = 5.81E-17 RHS = 3.60E-18  DT = 1.71E-06  TIME = 1.01E-05
 N =  16  EMAX = 6.57E-02 FOR O       AT Z = 5.00E+04 U = 6.98E-17 RHS = 4.59E-18  DT = 2.28E-06  TIME = 1.57E-05
 N =  19  EMAX = 6.80E-02 FOR O       AT Z = 5.00E+04 U = 8.47E-17 RHS = 5.76E-18  DT = 3.03E-06  TIME = 2.33E-05
 N =  22  EMAX = 6.87E-02 FOR O       AT Z = 5.00E+04 U = 1.03E-16 RHS = 7.10E-18  DT = 4.03E-06  TIME = 3.33E-05
 N =  25  EMAX = 6.77E-02 FOR O       AT Z = 5.00E+04 U = 1.26E-16 RHS = 8.54E-18  DT = 5.37E-06  TIME = 4.66E-05
 N =  28  EMAX = 6.48E-02 FOR O       AT Z = 5.00E+04 U = 1.53E-16 RHS = 9.92E-18  DT = 7.14E-06  TIME = 6.44E-05
 N =  31  EMAX = 6.00E-02 FOR O       AT Z = 5.00E+04 U = 1.84E-16 RHS = 1.10E-17  DT = 9.51E-06  TIME = 8.80E-05
 N =  34  EMAX = 5.33E-02 FOR O       AT Z = 5.00E+04 U = 2.18E-16 RHS = 1.16E-17  DT = 1.27E-05  TIME = 1.20E-04
 N =  37  EMAX = 5.20E-02 FOR O       AT Z = 5.00E+04 U = 2.53E-16 RHS = 1.32E-17  DT = 1.99E-05  TIME = 1.64E-04
 N =  40  EMAX = 4.78E-02 FOR O       AT Z = 5.00E+04 U = 2.92E-16 RHS = 1.40E-17  DT = 4.37E-05  TIME = 2.44E-04
 N =  43  EMAX = 3.03E-02 FOR O       AT Z = 5.00E+04 U = 3.32E-16 RHS = 1.01E-17  DT = 9.61E-05  TIME = 4.18E-04
 N =  46  EMAX = 9.56E-03 FOR O       AT Z = 1.85E+06 U = 1.68E-13 RHS = 1.61E-15  DT = 4.32E-04  TIME = 8.74E-04
 N =  49  EMAX = 1.36E-02 FOR O       AT Z = 2.25E+06 U = 1.52E-12 RHS = 2.08E-14  DT = 1.46E-03  TIME = 2.93E-03
 N =  52  EMAX = 1.39E-02 FOR O       AT Z = 2.65E+06 U = 1.15E-11 RHS = 1.61E-13  DT = 4.92E-03  TIME = 9.86E-03
 N =  55  EMAX = 3.91E-02 FOR HO2     AT Z = 9.55E+06 U = 2.47E-12 RHS =-9.64E-14  DT = 1.44E-02  TIME = 3.33E-02
 N =  58  EMAX = 6.07E-02 FOR HO2     AT Z = 9.55E+06 U = 2.12E-12 RHS =-1.29E-13  DT = 2.27E-02  TIME = 8.70E-02
 N =  61  EMAX = 6.22E-02 FOR HO2     AT Z = 9.55E+06 U = 1.75E-12 RHS =-1.09E-13  DT = 3.02E-02  TIME = 1.62E-01
 N =  64  EMAX = 5.58E-02 FOR HO2     AT Z = 9.15E+06 U = 6.58E-12 RHS =-3.67E-13  DT = 4.01E-02  TIME = 2.62E-01
 N =  67  EMAX = 4.89E-02 FOR HO2     AT Z = 8.85E+06 U = 2.25E-11 RHS =-1.10E-12  DT = 6.31E-02  TIME = 3.95E-01
 N =  70  EMAX = 5.01E-02 FOR HO2     AT Z = 8.65E+06 U = 5.93E-11 RHS =-2.97E-12  DT = 8.40E-02  TIME = 6.04E-01
 N =  73  EMAX = 5.07E-02 FOR HO2     AT Z = 8.55E+06 U = 9.73E-11 RHS =-4.93E-12  DT = 1.32E-01  TIME = 9.17E-01
 N =  76  EMAX = 5.18E-02 FOR NO2     AT Z = 9.85E+06 U = 2.48E-16 RHS =-1.29E-17  DT = 2.08E-01  TIME = 1.41E+00
 N =  79  EMAX = 5.42E-02 FOR HO2     AT Z = 8.35E+06 U = 3.31E-10 RHS =-1.80E-11  DT = 3.27E-01  TIME = 2.14E+00
 N =  82  EMAX = 5.54E-02 FOR HO2     AT Z = 8.25E+06 U = 7.31E-10 RHS =-4.05E-11  DT = 5.15E-01  TIME = 3.30E+00
 N =  85  EMAX = 4.85E-02 FOR NO2     AT Z = 8.45E+06 U = 1.20E-14 RHS =-5.82E-16  DT = 8.09E-01  TIME = 5.00E+00
 N =  88  EMAX = 5.24E-02 FOR NO2     AT Z = 8.35E+06 U = 2.70E-14 RHS =-1.41E-15  DT = 1.08E+00  TIME = 7.68E+00
 N =  91  EMAX = 4.92E-02 FOR NO2     AT Z = 8.35E+06 U = 2.30E-14 RHS =-1.13E-15  DT = 1.69E+00  TIME = 1.12E+01
 N =  94  EMAX = 5.60E-02 FOR NO2     AT Z = 8.25E+06 U = 8.23E-14 RHS =-4.60E-15  DT = 2.26E+00  TIME = 1.69E+01
 N =  97  EMAX = 5.05E-02 FOR NO2     AT Z = 8.15E+06 U = 4.41E-13 RHS =-2.23E-14  DT = 3.00E+00  TIME = 2.43E+01
 N = 100  EMAX = 5.29E-02 FOR NO2     AT Z = 8.15E+06 U = 3.76E-13 RHS =-1.99E-14  DT = 4.00E+00  TIME = 3.43E+01
 N = 103  EMAX = 5.31E-02 FOR NO3     AT Z = 6.95E+06 U = 1.59E-16 RHS =-8.42E-18  DT = 5.32E+00  TIME = 4.75E+01
 N = 106  EMAX = 6.20E-02 FOR NO3     AT Z = 6.95E+06 U = 1.33E-16 RHS =-8.26E-18  DT = 7.08E+00  TIME = 6.51E+01
 N = 109  EMAX = 6.81E-02 FOR NO3     AT Z = 6.95E+06 U = 1.09E-16 RHS =-7.44E-18  DT = 9.42E+00  TIME = 8.85E+01
 N = 112  EMAX = 6.81E-02 FOR NO3     AT Z = 6.95E+06 U = 8.82E-17 RHS =-6.01E-18  DT = 1.25E+01  TIME = 1.20E+02
 N = 115  EMAX = 7.33E-02 FOR HOCL    AT Z = 9.45E+06 U = 3.66E-23 RHS =-2.69E-24  DT = 1.67E+01  TIME = 1.61E+02
 N = 118  EMAX = 8.10E-02 FOR HOCL    AT Z = 9.45E+06 U = 2.89E-23 RHS =-2.34E-24  DT = 2.22E+01  TIME = 2.16E+02
 RETRY TIME STEP BECAUSE EMAX=  0.36015962133142776     
 RETRY TIME STEP BECAUSE EMAX=   1.0306806234645272     
 N = 121  EMAX = 4.05E-02 FOR HOCL    AT Z = 9.45E+06 U = 2.65E-23 RHS =-1.08E-24  DT = 7.22E+00  TIME = 2.22E+02
 RETRY TIME STEP BECAUSE EMAX=   10.432089332546997     
 RETRY TIME STEP BECAUSE EMAX=   5.1270930659240728     
 N = 124  EMAX = 8.33E+00 FOR HOCL    AT Z = 9.85E+06 U = 9.88E-25 RHS =-8.22E-24  DT = 1.62E+00  TIME = 2.24E+02
 RETRY TIME STEP BECAUSE EMAX=   8.3273288585861192     
 N = 127  EMAX = 1.47E-02 FOR HOCL    AT Z = 9.45E+06 U = 2.51E-23 RHS =-3.68E-25  DT = 5.42E+00  TIME = 2.28E+02
 RETRY TIME STEP BECAUSE EMAX=   2.8489874534168242     
 RETRY TIME STEP BECAUSE EMAX=   2.1416249781293866     
 N = 130  EMAX = 4.20E+00 FOR HOCL    AT Z = 9.75E+06 U = 2.12E-24 RHS =-8.91E-24  DT = 1.22E+00  TIME = 2.30E+02
 RETRY TIME STEP BECAUSE EMAX=   4.1950112201259602     
 N = 133  EMAX = 1.08E-02 FOR HOCL    AT Z = 9.45E+06 U = 2.45E-23 RHS =-2.66E-25  DT = 4.06E+00  TIME = 2.33E+02
 N = 136  EMAX = 3.39E-02 FOR HOCL    AT Z = 8.95E+06 U = 2.45E-21 RHS =-8.30E-23  DT = 1.19E+01  TIME = 2.52E+02
 N = 139  EMAX = 5.65E-02 FOR HOCL    AT Z = 8.85E+06 U = 6.14E-21 RHS =-3.47E-22  DT = 1.87E+01  TIME = 2.97E+02
 N = 142  EMAX = 6.69E-02 FOR HOCL    AT Z = 8.85E+06 U = 5.10E-21 RHS =-3.41E-22  DT = 2.49E+01  TIME = 3.59E+02
 RETRY TIME STEP BECAUSE EMAX=   2.9139074004951477     
 N = 145  EMAX = 4.69E+00 FOR HOCL    AT Z = 9.75E+06 U = 1.34E-24 RHS =-6.28E-24  DT = 1.23E+01  TIME = 3.97E+02
 RETRY TIME STEP BECAUSE EMAX=   4.6922916035133362     
 RETRY TIME STEP BECAUSE EMAX=   2.3367205024032591     
 RETRY TIME STEP BECAUSE EMAX=   1.1038490606889724     
 N = 148  EMAX = 5.22E+00 FOR HOCL    AT Z = 9.75E+06 U = 1.34E-24 RHS = 6.99E-24  DT = 1.54E+00  TIME = 3.85E+02
 RETRY TIME STEP BECAUSE EMAX=   5.2200478921681404     
 N = 151  EMAX = 7.47E-03 FOR HOCL    AT Z = 9.75E+06 U = 1.72E-24 RHS =-1.28E-26  DT = 3.08E+00  TIME = 3.87E+02
 N = 154  EMAX = 3.06E-02 FOR HOCL    AT Z = 9.75E+06 U = 1.64E-24 RHS =-5.03E-26  DT = 9.00E+00  TIME = 4.01E+02
 N = 157  EMAX = 5.56E-02 FOR HOCL    AT Z = 9.75E+06 U = 1.46E-24 RHS =-8.13E-26  DT = 1.67E+01  TIME = 4.37E+02
 N = 160  EMAX = 5.80E-02 FOR HOCL    AT Z = 9.75E+06 U = 1.23E-24 RHS =-7.12E-26  DT = 2.23E+01  TIME = 4.92E+02
 N = 163  EMAX = 5.77E-02 FOR HOCL    AT Z = 9.75E+06 U = 1.03E-24 RHS =-5.92E-26  DT = 2.96E+01  TIME = 5.66E+02
 N = 166  EMAX = 9.98E-01 FOR HOCL    AT Z = 9.35E+06 U = 1.94E-23 RHS = 1.94E-23  DT = 2.94E+01  TIME = 6.58E+02
 RETRY TIME STEP BECAUSE EMAX=  0.99776667853393097     
 RETRY TIME STEP BECAUSE EMAX=  0.50574431625823768     
